"qualifyId","raceId","driverId","constructorId","number","position","q1","q2","q3"
"8856","1059","822","131","77","3","01:31.7","01:30.7","01:30.4"
"8857","1059","815","9","11","4","01:31.6","01:31.0","01:30.4"
"8858","1059","832","6","55","5","01:32.1","01:31.1","01:30.8"
"8859","1059","842","213","10","6","01:31.9","01:31.4","01:30.9"
"8860","1059","844","6","16","7","01:32.2","01:31.6","01:31.0"
"8861","1059","846","1","4","8","01:31.7","01:31.5","01:31.3"
"8862","1059","4","214","14","9","01:32.2","01:31.5","01:31.3"
"8863","1059","817","1","3","10","01:32.2","01:31.6","01:31.4"
"8864","1059","839","214","31","11","01:32.1","01:31.7","\N"
"8865","1059","20","117","5","12","01:32.1","01:31.8","\N"
"8866","1059","841","51","99","13","01:32.7","01:31.8","\N"
"8867","1059","847","3","63","14","01:33.1","01:32.1","\N"
"8868","1059","854","210","47","15","01:32.9","\N","\N"
"8869","1059","849","3","6","16","01:33.1","\N","\N"
"8870","1059","8","51","7","17","01:33.4","\N","\N"
"8871","1059","853","210","9","18","01:33.6","\N","\N"
"8872","1059","840","117","18","19","\N","\N","\N"
"8873","1059","852","213","22","20","\N","\N","\N"
"8874","1058","830","9","33","1","01:04.5","01:04.4","01:03.8"
"8875","1058","822","131","77","2","01:04.5","01:04.4","01:04.0"
"8876","1058","1","131","44","3","01:04.7","01:04.5","01:04.1"
"8877","1058","846","1","4","4","01:04.6","01:04.3","01:04.1"
"8878","1058","815","9","11","5","01:04.6","01:04.2","01:04.2"
"8879","1058","842","213","10","6","01:04.8","01:04.4","01:04.2"
"8880","1058","844","6","16","7","01:04.7","01:04.6","01:04.5"
"8881","1058","852","213","22","8","01:04.6","01:04.6","01:04.5"
"8882","1058","4","214","14","9","01:05.0","01:04.6","01:04.6"
"8883","1058","840","117","18","10","01:04.8","01:04.7","01:04.7"
"8884","1058","847","3","63","11","01:05.0","01:04.7","\N"
"8885","1058","832","6","55","12","01:04.9","01:04.8","\N"
"8886","1058","817","1","3","13","01:05.1","01:04.8","\N"
"8887","1058","20","117","5","14","01:05.1","01:04.9","\N"
"8888","1058","841","51","99","15","01:05.1","01:04.9","\N"
"8889","1058","849","3","6","16","01:05.2","\N","\N"
"8890","1058","839","214","31","17","01:05.2","\N","\N"
"8891","1058","8","51","7","18","01:05.4","\N","\N"
"8892","1058","854","210","47","19","01:06.0","\N","\N"
"8893","1058","853","210","9","20","01:06.2","\N","\N"
"8894","1060","830","9","33","1","01:04.2","01:03.9","01:03.7"
"8895","1060","846","1","4","2","01:04.3","01:04.4","01:03.8"
"8896","1060","815","9","11","3","01:04.8","01:04.5","01:04.0"
"8897","1060","1","131","44","4","01:04.5","01:04.3","01:04.0"
"8898","1060","822","131","77","5","01:04.6","01:04.4","01:04.0"
"8899","1060","842","213","10","6","01:04.8","01:04.4","01:04.1"
"8900","1060","852","213","22","7","01:05.0","01:04.5","01:04.3"
"8901","1060","20","117","5","8","01:04.8","01:04.5","01:04.6"
"8902","1060","847","3","63","9","01:04.9","01:04.6","01:04.6"
"8903","1060","840","117","18","10","01:04.9","01:04.5","01:04.6"
"8904","1060","832","6","55","11","01:04.6","01:04.6","\N"
"8905","1060","844","6","16","12","01:04.9","01:04.6","\N"
"8906","1060","817","1","3","13","01:05.0","01:04.7","\N"
"8907","1060","4","214","14","14","01:04.5","01:04.9","\N"
"8908","1060","841","51","99","15","01:04.8","01:05.1","\N"
"8909","1060","8","51","7","16","01:05.0","\N","\N"
"8910","1060","839","214","31","17","01:05.1","\N","\N"
"8911","1060","849","3","6","18","01:05.2","\N","\N"
"8912","1060","854","210","47","19","01:05.4","\N","\N"
"8913","1060","853","210","9","20","01:06.0","\N","\N"
"8914","1061","1","131","44","1","01:26.8","01:26.0","01:26.1"
"8915","1061","830","9","33","2","01:26.8","01:26.3","01:26.2"
"8916","1061","822","131","77","3","01:27.5","01:26.8","01:26.3"
"8917","1061","844","6","16","4","01:27.1","01:26.9","01:26.8"
"8918","1061","815","9","11","5","01:27.1","01:27.1","01:26.8"
"8919","1061","846","1","4","6","01:27.4","01:27.2","01:26.9"
"8920","1061","817","1","3","7","01:27.3","01:27.1","01:26.9"
"8921","1061","847","3","63","8","01:27.7","01:27.1","01:27.0"
"8922","1061","832","6","55","9","01:27.3","01:26.8","01:27.0"
"8923","1061","20","117","5","10","01:27.5","01:27.1","01:27.2"
"8924","1061","4","214","14","11","01:27.6","01:27.2","\N"
"8925","1061","842","213","10","12","01:27.6","01:27.3","\N"
"8926","1061","839","214","31","13","01:27.4","01:27.3","\N"
"8927","1061","841","51","99","14","01:27.6","01:27.6","\N"
"8928","1061","840","117","18","15","01:28.0","01:27.7","\N"
"8929","1061","852","213","22","16","01:28.0","\N","\N"
"8930","1061","8","51","7","17","01:28.1","\N","\N"
"8931","1061","849","3","6","18","01:28.3","\N","\N"
"8932","1061","854","210","47","19","01:28.7","\N","\N"
"8933","1061","853","210","9","20","01:29.1","\N","\N"
"8934","1062","1","131","44","1","01:16.4","01:16.6","01:15.4"
"8935","1062","822","131","77","2","01:16.6","01:16.7","01:15.7"
"8936","1062","830","9","33","3","01:16.2","01:15.7","01:15.8"
"8937","1062","815","9","11","4","01:17.2","01:16.4","01:16.4"
"8938","1062","842","213","10","5","01:16.9","01:16.4","01:16.5"
"8939","1062","846","1","4","6","01:17.1","01:16.4","01:16.5"
"8940","1062","844","6","16","7","01:17.1","01:16.6","01:16.5"
"8941","1062","839","214","31","8","01:17.4","01:16.8","01:16.7"
"8942","1062","4","214","14","9","01:17.1","01:16.5","01:16.7"
"8943","1062","20","117","5","10","01:17.1","01:16.8","01:16.8"
"8944","1062","817","1","3","11","01:17.7","01:16.9","\N"
"8945","1062","840","117","18","12","01:17.0","01:16.9","\N"
"8946","1062","8","51","7","13","01:17.6","01:17.6","\N"
"8947","1062","841","51","99","14","01:17.8","01:17.6","\N"
"8948","1062","832","6","55","15","01:16.6","\N","\N"
"8949","1062","852","213","22","16","01:17.9","\N","\N"
"8950","1062","847","3","63","17","01:17.9","\N","\N"
"8951","1062","849","3","6","18","01:18.0","\N","\N"
"8952","1062","853","210","9","19","01:18.9","\N","\N"
"8953","1062","854","210","47","20","\N","\N","\N"
"8954","1063","830","9","33","1","01:58.7","01:56.6","01:59.8"
"8955","1063","847","3","63","2","01:59.9","01:57.0","02:00.1"
"8956","1063","1","131","44","3","01:59.2","01:56.2","02:00.1"
"8957","1063","817","1","3","4","02:01.6","01:57.1","02:00.9"
"8958","1063","20","117","5","5","02:00.2","01:56.8","02:00.9"
"8959","1063","842","213","10","6","02:00.4","01:56.4","02:01.2"
"8960","1063","815","9","11","7","01:59.3","01:56.9","02:02.1"
"8961","1063","822","131","77","8","01:59.9","01:56.3","02:02.5"
"8962","1063","839","214","31","9","02:01.8","01:57.4","02:03.5"
"8963","1063","846","1","4","10","01:58.3","01:56.0","\N"
"8964","1063","844","6","16","11","02:00.7","01:57.7","\N"
"8965","1063","849","3","6","12","02:01.0","01:58.1","\N"
"8966","1063","832","6","55","13","02:01.2","01:58.1","\N"
"8967","1063","4","214","14","14","02:01.7","01:58.2","\N"
"8968","1063","840","117","18","15","02:01.6","01:58.2","\N"
"8969","1063","841","51","99","16","02:02.3","\N","\N"
"8970","1063","852","213","22","17","02:02.4","\N","\N"
"8971","1063","854","210","47","18","02:04.0","\N","\N"
"8972","1063","8","51","7","19","02:04.5","\N","\N"
"8973","1063","853","210","9","20","02:04.9","\N","\N"
"8974","1064","830","9","33","1","01:10.0","01:09.1","01:08.9"
"8975","1064","1","131","44","2","01:10.1","01:09.7","01:08.9"
"8976","1064","822","131","77","3","01:10.2","01:09.8","01:09.2"
"8977","1064","842","213","10","4","01:10.3","01:09.5","01:09.5"
"8978","1064","844","6","16","5","01:09.8","01:09.4","01:09.5"
"8979","1064","832","6","55","6","01:10.0","01:09.9","01:09.5"
"8980","1064","841","51","99","7","01:10.1","01:10.0","01:09.6"
"8981","1064","839","214","31","8","01:10.2","01:09.9","01:09.9"
"8982","1064","4","214","14","9","01:10.4","01:10.0","01:10.0"
"8983","1064","817","1","3","10","01:10.3","01:09.9","01:10.2"
"8984","1064","847","3","63","11","01:10.4","01:10.3","\N"
"8985","1064","840","117","18","12","01:10.4","01:10.4","\N"
"8986","1064","846","1","4","13","01:10.5","01:10.4","\N"
"8987","1064","849","3","6","14","01:10.1","01:11.2","\N"
"8988","1064","852","213","22","15","01:10.5","01:11.3","\N"
"8989","1064","815","9","11","16","01:10.5","\N","\N"
"8990","1064","20","117","5","17","01:10.7","\N","\N"
"8991","1064","9","51","88","18","01:11.3","\N","\N"
"8992","1064","854","210","47","19","01:11.4","\N","\N"
"8993","1064","853","210","9","20","01:11.9","\N","\N"
"8994","1065","822","131","77","1","01:20.7","01:20.0","01:19.6"
"8995","1065","1","131","44","2","01:20.5","01:19.9","01:19.7"
"8996","1065","830","9","33","3","01:21.0","01:20.2","01:20.0"
"8997","1065","846","1","4","4","01:20.9","01:20.1","01:20.0"
"8998","1065","817","1","3","5","01:21.3","01:20.4","01:20.0"
"8999","1065","842","213","10","6","01:21.4","01:20.6","01:20.3"
"9000","1065","832","6","55","7","01:21.1","01:20.8","01:20.5"
"9001","1065","844","6","16","8","01:21.2","01:20.8","01:20.5"
"9002","1065","815","9","11","9","01:21.3","01:20.9","01:20.6"
"9003","1065","841","51","99","10","01:21.2","01:20.7","01:20.8"
"9004","1065","20","117","5","11","01:21.4","01:20.9","\N"
"9005","1065","840","117","18","12","01:21.4","01:21.0","\N"
"9006","1065","4","214","14","13","01:21.5","01:21.1","\N"
"9007","1065","839","214","31","14","01:21.5","01:21.1","\N"
"9008","1065","847","3","63","15","01:21.9","01:21.4","\N"
"9009","1065","849","3","6","16","01:21.9","\N","\N"
"9010","1065","852","213","22","17","01:22.0","\N","\N"
"9011","1065","854","210","47","18","01:22.2","\N","\N"
"9012","1065","9","51","88","19","01:22.5","\N","\N"
"9013","1065","853","210","9","20","01:22.7","\N","\N"
"9014","1066","846","1","4","1","01:47.2","01:45.8","01:42.0"
"9015","1066","832","6","55","2","01:47.9","01:46.5","01:42.5"
"9016","1066","847","3","63","3","01:48.3","01:46.4","01:43.0"
"9017","1066","1","131","44","4","01:46.0","01:45.1","01:44.1"
"9018","1066","817","1","3","5","01:48.3","01:46.4","01:44.2"
"9019","1066","4","214","14","6","01:47.9","01:45.5","01:44.2"
"9020","1066","822","131","77","7","01:46.4","01:45.3","01:44.7"
"9021","1066","840","117","18","8","01:48.3","01:46.4","01:45.0"
"9022","1066","815","9","11","9","01:46.5","01:45.8","01:45.3"
"9023","1066","839","214","31","10","01:48.1","01:46.1","01:45.9"
"9024","1066","20","117","5","11","01:47.2","01:46.6","\N"
"9025","1066","842","213","10","12","01:47.8","01:46.6","\N"
"9026","1066","852","213","22","13","01:48.9","01:46.8","\N"
"9027","1066","849","3","6","14","01:48.3","\N","\N"
"9028","1066","844","6","16","15","01:48.5","\N","\N"
"9029","1066","8","51","7","16","01:49.6","\N","\N"
"9030","1066","854","210","47","17","01:49.8","\N","\N"
"9031","1066","841","51","99","18","01:51.0","\N","\N"
"9032","1066","853","210","9","19","01:53.8","\N","\N"
"9033","1066","830","9","33","20","\N","\N","\N"
"9036","1067","1","131","44","1","01:24.6","01:23.1","01:22.9"
"9037","1067","822","131","77","2","01:25.0","01:23.6","01:23.0"
"9038","1067","830","9","33","3","01:24.6","01:23.7","01:23.2"
"9039","1067","844","6","16","4","01:24.9","01:24.0","01:23.3"
"9040","1067","842","213","10","5","01:24.7","01:23.8","01:23.3"
"9041","1067","4","214","14","6","01:25.2","01:23.9","01:23.5"
"9042","1067","815","9","11","7","01:25.0","01:24.0","01:23.7"
"9043","1067","846","1","4","8","01:25.1","01:24.6","01:24.0"
"9044","1067","840","117","18","9","01:25.5","01:24.6","01:24.3"
"9045","1067","852","213","22","10","01:25.4","01:24.1","01:24.4"
"9046","1067","20","117","5","11","01:25.8","01:24.8","\N"
"9047","1067","839","214","31","12","01:25.4","01:24.8","\N"
"9048","1067","847","3","63","13","01:25.4","01:25.0","\N"
"9049","1067","854","210","47","14","01:25.6","01:25.2","\N"
"9050","1067","832","6","55","15","01:25.2","\N","\N"
"9051","1067","817","1","3","16","01:25.9","\N","\N"
"9052","1067","849","3","6","17","01:26.1","\N","\N"
"9053","1067","841","51","99","18","01:26.4","\N","\N"
"9054","1067","8","51","7","19","01:27.5","\N","\N"
"9055","1067","853","210","9","20","01:28.4","\N","\N"
"9056","1069","830","9","33","1","01:34.4","01:33.5","01:32.9"
"9057","1069","1","131","44","2","01:34.6","01:33.8","01:33.1"
"9058","1069","815","9","11","3","01:34.4","01:34.2","01:33.1"
"9059","1069","822","131","77","4","01:34.6","01:34.0","01:33.5"
"9060","1069","844","6","16","5","01:34.2","01:33.9","01:33.6"
"9061","1069","832","6","55","6","01:34.6","01:34.1","01:33.8"
"9062","1069","817","1","3","7","01:34.4","01:34.6","01:33.8"
"9063","1069","846","1","4","8","01:34.6","01:33.9","01:33.9"
"9064","1069","842","213","10","9","01:34.6","01:34.6","01:34.1"
"9065","1069","852","213","22","10","01:35.4","01:35.1","01:34.9"
"9066","1069","839","214","31","11","01:35.7","01:35.4","\N"
"9067","1069","20","117","5","12","01:35.3","01:35.5","\N"
"9068","1069","841","51","99","13","01:35.9","01:35.8","\N"
"9069","1069","4","214","14","14","01:35.8","01:44.5","\N"
"9070","1069","847","3","63","15","01:35.7","\N","\N"
"9071","1069","840","117","18","16","01:36.0","\N","\N"
"9072","1069","849","3","6","17","01:36.0","\N","\N"
"9073","1069","8","51","7","18","01:36.3","\N","\N"
"9074","1069","854","210","47","19","01:36.5","\N","\N"
"9075","1069","853","210","9","20","01:36.8","\N","\N"
"9076","1070","822","131","77","1","01:16.7","01:16.9","01:15.9"
"9077","1070","1","131","44","2","01:17.2","01:16.5","01:16.0"
"9078","1070","830","9","33","3","01:16.8","01:16.5","01:16.2"
"9079","1070","815","9","11","4","01:17.0","01:17.1","01:16.3"
"9080","1070","842","213","10","5","01:16.9","01:17.0","01:16.5"
"9081","1070","832","6","55","6","01:17.5","01:17.2","01:16.8"
"9082","1070","817","1","3","7","01:17.7","01:17.1","01:16.8"
"9083","1070","844","6","16","8","01:16.7","01:17.0","01:16.8"
"9084","1070","852","213","22","9","01:17.3","01:16.7","01:17.2"
"9085","1070","846","1","4","10","01:17.6","01:17.5","01:36.8"
"9086","1070","20","117","5","11","01:17.5","01:17.7","\N"
"9087","1070","8","51","7","12","01:17.6","01:18.0","\N"
"9088","1070","847","3","63","13","01:18.0","01:18.2","\N"
"9089","1070","841","51","99","14","01:17.9","01:18.3","\N"
"9090","1070","839","214","31","15","01:18.1","01:18.4","\N"
"9091","1070","4","214","14","16","01:18.5","\N","\N"
"9092","1070","849","3","6","17","01:18.8","\N","\N"
"9093","1070","854","210","47","18","01:18.9","\N","\N"
"9094","1070","853","210","9","19","01:19.3","\N","\N"
"9095","1070","840","117","18","20","01:20.9","\N","\N"
"9096","1071","1","131","44","1","01:08.7","01:08.1","01:07.9"
"9097","1071","830","9","33","2","01:09.3","01:08.5","01:08.4"
"9098","1071","822","131","77","3","01:09.0","01:08.4","01:08.5"
"9099","1071","815","9","11","4","01:09.2","01:09.0","01:08.5"
"9100","1071","842","213","10","5","01:09.3","01:08.9","01:08.8"
"9101","1071","832","6","55","6","01:09.0","01:09.0","01:08.8"
"9102","1071","844","6","16","7","01:09.2","01:08.9","01:09.0"
"9103","1071","846","1","4","8","01:09.4","01:09.0","01:09.0"
"9104","1071","817","1","3","9","01:09.4","01:09.1","01:09.0"
"9105","1071","4","214","14","10","01:09.4","01:09.1","01:09.1"
"9106","1071","839","214","31","11","01:09.4","01:09.2","\N"
"9107","1071","20","117","5","12","01:09.5","01:09.4","\N"
"9108","1071","852","213","22","13","01:09.4","01:09.5","\N"
"9109","1071","8","51","7","14","01:09.6","01:09.5","\N"
"9110","1071","841","51","99","15","01:09.3","01:10.2","\N"
"9111","1071","840","117","18","16","01:09.7","\N","\N"
"9112","1071","849","3","6","17","01:09.9","\N","\N"
"9113","1071","847","3","63","18","01:10.0","\N","\N"
"9114","1071","854","210","47","19","01:10.3","\N","\N"
"9115","1071","853","210","9","20","01:10.6","\N","\N"
"9116","1051","1","131","44","1","01:21.9","01:21.7","01:20.8"
"9117","1051","830","9","33","2","01:22.0","01:22.0","01:21.3"
"9118","1051","822","131","77","3","01:22.0","01:22.0","01:21.5"
"9119","1051","842","213","10","4","01:22.5","01:21.7","01:21.6"
"9120","1051","4","214","14","5","01:22.4","01:21.9","01:21.7"
"9121","1051","846","1","4","6","01:22.8","01:22.2","01:21.7"
"9122","1051","832","6","55","7","01:22.3","01:22.2","01:21.8"
"9123","1051","852","213","22","8","01:22.5","01:22.1","01:21.9"
"9124","1051","839","214","31","9","01:22.6","01:22.0","01:22.0"
"9125","1051","20","117","5","10","01:22.5","01:22.1","01:22.8"
"9126","1051","815","9","11","11","01:22.4","01:22.3","\N"
"9127","1051","840","117","18","12","01:22.6","01:22.5","\N"
"9128","1051","844","6","16","13","01:22.7","01:22.5","\N"
"9129","1051","817","1","3","14","01:22.7","01:22.6","\N"
"9130","1051","847","3","63","15","01:22.9","01:22.8","\N"
"9131","1051","8","51","7","16","01:23.2","\N","\N"
"9132","1051","849","3","6","17","01:23.2","\N","\N"
"9133","1051","841","51","99","18","01:23.3","\N","\N"
"9134","1051","854","210","47","19","01:23.4","\N","\N"
"9135","1051","853","210","9","20","01:25.9","\N","\N"
"9136","1072","1","131","44","1","01:28.5","01:27.7","01:27.5"
"9137","1072","822","131","77","2","01:28.1","01:28.1","01:27.6"
"9138","1072","830","9","33","3","01:28.3","01:28.0","01:27.7"
"9139","1072","844","6","16","4","01:28.3","01:28.5","01:28.1"
"9140","1072","815","9","11","5","01:28.0","01:27.9","01:28.1"
"9141","1072","842","213","10","6","01:28.4","01:28.3","01:28.1"
"9142","1072","846","1","4","7","01:28.3","01:28.3","01:28.2"
"9143","1072","852","213","22","8","01:28.5","01:28.2","01:28.4"
"9144","1072","839","214","31","9","01:28.8","01:28.6","01:28.6"
"9145","1072","841","51","99","10","01:28.9","01:28.6","01:28.8"
"9146","1072","817","1","3","11","01:28.2","01:28.7","\N"
"9147","1072","8","51","7","12","01:28.9","01:28.9","\N"
"9148","1072","4","214","14","13","01:28.9","01:28.9","\N"
"9149","1072","847","3","63","14","01:28.9","01:29.1","\N"
"9150","1072","832","6","55","15","01:28.2","01:53.7","\N"
"9151","1072","849","3","6","16","01:29.2","\N","\N"
"9152","1072","20","117","5","17","01:29.2","\N","\N"
"9153","1072","840","117","18","18","01:29.4","\N","\N"
"9154","1072","854","210","47","19","01:29.5","\N","\N"
"9155","1072","853","210","9","20","01:30.5","\N","\N"
"9156","1073","830","9","33","1","01:23.3","01:22.8","01:22.1"
"9157","1073","1","131","44","2","01:22.8","01:23.1","01:22.5"
"9158","1073","846","1","4","3","01:23.6","01:23.3","01:22.9"
"9159","1073","815","9","11","4","01:23.4","01:23.1","01:22.9"
"9160","1073","832","6","55","5","01:23.6","01:23.2","01:23.0"
"9161","1073","822","131","77","6","01:23.1","01:23.2","01:23.0"
"9162","1073","844","6","16","7","01:23.5","01:23.2","01:23.1"
"9163","1073","852","213","22","8","01:23.4","01:23.4","01:23.2"
"9164","1073","839","214","31","9","01:23.8","01:23.4","01:23.4"
"9165","1073","817","1","3","10","01:23.8","01:23.4","01:23.4"
"9166","1073","4","214","14","11","01:23.8","01:23.5","\N"
"9167","1073","842","213","10","12","01:23.5","01:24.0","\N"
"9168","1073","840","117","18","13","01:24.1","01:24.1","\N"
"9169","1073","841","51","99","14","01:24.1","01:24.3","\N"
"9170","1073","20","117","5","15","01:24.2","01:24.3","\N"
"9171","1073","849","3","6","16","01:24.3","\N","\N"
"9172","1073","847","3","63","17","01:24.4","\N","\N"
"9173","1073","8","51","7","18","01:24.8","\N","\N"
"9174","1073","854","210","47","19","01:24.9","\N","\N"
"9175","1073","853","210","9","20","01:25.7","\N","\N"
"9176","1074","844","6","16","1","01:31.5","01:30.9","01:30.6"
"9177","1074","830","9","1","2","01:31.8","01:30.8","01:30.7"
"9178","1074","832","6","55","3","01:31.6","01:30.8","01:30.7"
"9179","1074","815","9","11","4","01:32.3","01:31.0","01:30.9"
"9180","1074","1","131","44","5","01:32.3","01:31.0","01:31.2"
"9181","1074","822","51","77","6","01:31.9","01:31.7","01:31.6"
"9182","1074","825","210","20","7","01:32.0","01:31.5","01:31.8"
"9183","1074","4","214","14","8","01:32.3","01:31.6","01:32.2"
"9184","1074","847","131","63","9","01:32.3","01:31.3","01:32.2"
"9185","1074","842","213","10","10","01:32.1","01:31.6","01:32.3"
"9186","1074","839","214","31","11","01:32.0","01:31.8","\N"
"9187","1074","854","210","47","12","01:32.4","01:32.0","\N"
"9188","1074","846","1","4","13","01:32.2","01:32.0","\N"
"9189","1074","848","3","23","14","01:32.7","01:32.7","\N"
"9190","1074","855","51","24","15","01:32.5","01:33.5","\N"
"9191","1074","852","213","22","16","01:32.7","\N","\N"
"9192","1074","807","117","27","17","01:32.8","\N","\N"
"9193","1074","817","1","3","18","01:32.9","\N","\N"
"9194","1074","840","117","18","19","01:33.0","\N","\N"
"9195","1074","849","3","6","20","01:33.6","\N","\N"
"9213","1075","815","9","11","1","01:29.7","01:28.9","01:28.2"
"9214","1075","844","6","16","2","01:29.0","01:28.8","01:28.2"
"9215","1075","832","6","55","3","01:28.9","01:28.7","01:28.4"
"9216","1075","830","9","1","4","01:28.9","01:28.9","01:28.5"
"9217","1075","839","214","31","5","01:30.1","01:29.6","01:29.1"
"9218","1075","847","131","63","6","01:29.7","01:29.6","01:29.1"
"9219","1075","4","214","14","7","01:30.0","01:29.3","01:29.1"
"9220","1075","822","51","77","8","01:29.7","01:29.4","01:29.2"
"9221","1075","842","213","10","9","01:29.9","01:29.4","01:29.3"
"9222","1075","825","210","20","10","01:29.8","01:29.5","01:29.6"
"9223","1075","846","1","4","11","01:30.0","01:29.7","\N"
"9224","1075","817","1","3","12","01:30.0","01:29.8","\N"
"9225","1075","855","51","24","13","01:30.0","01:29.8","\N"
"9226","1075","854","210","47","14","01:30.2","01:29.9","\N"
"9227","1075","840","117","18","15","01:30.3","01:31.0","\N"
"9228","1075","1","131","44","16","01:30.3","\N","\N"
"9229","1075","848","3","23","17","01:30.5","\N","\N"
"9230","1075","807","117","27","18","01:30.5","\N","\N"
"9231","1075","849","3","6","19","01:31.8","\N","\N"
"9232","1075","852","213","22","20","\N","\N","\N"
"9233","1076","844","6","16","1","01:18.9","01:18.6","01:17.9"
"9234","1076","830","9","1","2","01:18.6","01:18.6","01:18.2"
"9235","1076","815","9","11","3","01:18.8","01:18.3","01:18.2"
"9236","1076","846","1","4","4","01:19.3","01:19.1","01:18.7"
"9237","1076","1","131","44","5","01:19.4","01:19.1","01:18.8"
"9238","1076","847","131","63","6","01:19.4","01:19.1","01:18.9"
"9239","1076","817","1","3","7","01:19.7","01:19.1","01:19.0"
"9240","1076","839","214","31","8","01:19.6","01:19.1","01:19.1"
"9241","1076","832","6","55","9","01:19.0","01:18.5","01:19.4"
"9242","1076","4","214","14","10","01:19.2","01:18.8",NULL
"9243","1076","842","213","10","11","01:19.6","01:19.2",NULL
"9244","1076","822","51","77","12","01:19.3","01:19.4",NULL
"9245","1076","852","213","22","13","01:19.7","01:19.4",NULL
"9246","1076","855","51","24","14","01:19.9","01:20.2",NULL
"9247","1076","854","210","47","15","01:20.1","01:20.5",NULL
"9248","1076","848","3","23","16","01:20.1",NULL,NULL
"9249","1076","825","210","20","17","01:20.3",NULL,NULL
"9250","1076","20","117","5","18","01:21.1",NULL,NULL
"9251","1076","849","3","6","19","01:21.4",NULL,NULL
"9252","1076","840","117","18","20","\N","\N","\N"
"9253","1077","830","9","1","1","01:19.3","01:18.8","01:28.0"
"9254","1077","844","6","16","2","01:18.8","01:19.6","01:28.8"
"9255","1077","846","1","4","3","01:20.2","01:19.3","01:29.1"
"9256","1077","825","210","20","4","01:20.1","01:19.9","01:29.2"
"9257","1077","4","214","14","5","01:20.2","01:19.6","01:29.2"
"9258","1077","817","1","3","6","01:20.0","01:20.0","01:29.7"
"9259","1077","815","9","11","7","01:19.8","01:19.3","01:29.8"
"9260","1077","822","51","77","8","01:20.4","01:20.2","01:30.4"
"9261","1077","20","117","5","9","01:20.4","01:20.0","01:31.1"
"9262","1077","832","6","55","10","01:19.3","01:19.0",NULL
"9263","1077","847","131","63","11","01:20.4","01:20.8",NULL
"9264","1077","854","210","47","12","01:20.4","01:20.9",NULL
"9265","1077","1","131","44","13","01:20.5","01:21.1",NULL
"9266","1077","855","51","24","14","01:19.7","01:21.4",NULL
"9267","1077","840","117","18","15","01:20.3","01:28.1",NULL
"9268","1077","852","213","22","16","01:20.5",NULL,NULL
"9269","1077","842","213","10","17","01:20.7",NULL,NULL
"9270","1077","849","3","6","18","01:22.0",NULL,NULL
"9271","1077","839","214","31","19","01:22.3",NULL,NULL
"9272","1077","848","3","23","20","\N","\N","\N"
"9273","1078","844","6","16","1","01:29.5","01:29.1","01:28.8"
"9274","1078","832","6","55","2","01:30.1","01:29.7","01:29.0"
"9275","1078","830","9","1","3","01:29.8","01:29.2","01:29.0"
"9276","1078","815","9","11","4","01:30.1","01:29.7","01:29.0"
"9277","1078","822","51","77","5","01:30.8","01:29.8","01:29.5"
"9278","1078","1","131","44","6","01:30.4","01:29.8","01:29.6"
"9279","1078","842","213","10","7","01:30.8","01:30.1","01:29.7"
"9280","1078","846","1","4","8","01:30.8","01:29.6","01:29.8"
"9281","1078","852","213","22","9","01:30.5","01:30.0","01:29.9"
"9282","1078","840","117","18","10","01:30.4","01:30.0","01:30.7"
"9283","1078","4","214","14","11","01:30.4","01:30.2",NULL
"9284","1078","847","131","63","12","01:30.5","01:30.2",NULL
"9285","1078","20","117","5","13","01:30.7","01:30.2",NULL
"9286","1078","817","1","3","14","01:30.6","01:30.3",NULL
"9287","1078","854","210","47","15","01:30.6","01:30.4",NULL
"9288","1078","825","210","20","16","01:31.0",NULL,NULL
"9289","1078","855","51","24","17","01:31.0",NULL,NULL
"9290","1078","848","3","23","18","01:31.3",NULL,NULL
"9291","1078","849","3","6","19","01:31.3",NULL,NULL
"9292","1078","839","214","31","20","\N","\N","\N"
"9293","1079","844","6","16","1","01:19.9","01:20.0","01:18.7"
"9294","1079","830","9","1","2","01:20.1","01:19.2","01:19.1"
"9295","1079","832","6","55","3","01:19.9","01:19.5","01:19.2"
"9296","1079","847","131","63","4","01:20.2","01:19.5","01:19.4"
"9297","1079","815","9","11","5","01:20.4","01:19.8","01:19.4"
"9298","1079","1","131","44","6","01:20.3","01:19.8","01:19.5"
"9299","1079","822","51","77","7","01:20.4","01:20.1","01:19.6"
"9300","1079","825","210","20","8","01:20.2","01:19.8","01:19.7"
"9301","1079","817","1","3","9","01:20.5","01:20.3","01:20.3"
"9302","1079","854","210","47","10","01:20.7","01:20.4","01:20.4"
"9303","1079","846","1","4","11","01:20.8","01:20.5","\N"
"9304","1079","839","214","31","12","01:20.9","01:20.6","\N"
"9305","1079","852","213","22","13","01:20.7","01:20.6","\N"
"9306","1079","842","213","10","14","01:20.7","01:20.9","\N"
"9307","1079","855","51","24","15","01:20.5","01:21.1","\N"
"9308","1079","20","117","5","16","01:21.0","\N","\N"
"9309","1079","4","214","14","17","01:21.0","\N","\N"
"9310","1079","840","117","18","18","01:21.4","\N","\N"
"9311","1079","848","3","23","19","01:21.6","\N","\N"
"9312","1079","849","3","6","20","01:21.9","\N","\N"
"9313","1080","844","6","16","1","01:12.6","01:11.9","01:11.4"
"9314","1080","832","6","55","2","01:12.6","01:12.1","01:11.6"
"9315","1080","815","9","11","3","01:13.0","01:12.0","01:11.6"
